"ID","DESCRIPTION","REACTION","GPR","REVERSIBLE","LOWER.BOUND","UPPER.BOUND","OBJECTIVE"
"ATPtm","ADP/ATP transporter, mitochondrial","adp[c] + atp[m]  => atp[c] + adp[m] ","(291.1) or (293.1) or (292.1)",0,0,1000,0
"ATPtn","ATP diffusion in nucleus","atp[c]  <=> atp[n] ","",1,-1000,1000,0
"ATPtx","ATP transporter, peroxisomal","atp[c]  <=> atp[x] ","",1,-1000,1000,0
"AVITE1t","alpha-Tocopherol (Vit. E) transport","avite1[e]  => avite1[c] ","(949.1) and (29881.1)",0,0,1000,0
"AVITE2t","alpha-tocotrienol (Vit. E) transport","avite2[e]  => avite2[c] ","",0,0,1000,0
"B_MANNASEly","beta-mannosidase, lysosomal","h2o[l] + mn[l]  => man[l] + acgam[l] ","(4126.1)",0,0,1000,0
"B3GALT3g","Beta-1,3-galactosyltransferase 3","thcrm_hs[g] + udpacgal[g]  => h[g] + udp[g] + gbside_hs[g] ","(8706.4) or (8706.1) or (8706.3) or (8706.2)",0,0,1000,0
"B3GALT41g","Beta-1,3-galactosyltransferase 4","udpgal[g] + ga2_hs[g]  => h[g] + udp[g] + ga1_hs[g] ","(8705.1)",0,0,1000,0
"B3GALT42g","Beta-1,3-galactosyltransferase 4","udpgal[g] + gm2_hs[g]  => h[g] + udp[g] + gm1_hs[g] ","(8705.1)",0,0,1000,0
"B3GALT43g","Beta-1,3-galactosyltransferase 4","udpgal[g] + gd2_hs[g]  => h[g] + udp[g] + gd1b_hs[g] ","(8705.1)",0,0,1000,0
"B3GALT44g","Beta-1,3-galactosyltransferase 4","udpgal[g] + gt2_hs[g]  => h[g] + udp[g] + gt1c_hs[g] ","(8705.1)",0,0,1000,0
"B3GALT5g","Beta-1,3-galactosyltransferase 5","udpgal[g] + gbside_hs[g]  => h[g] + udp[g] + galgbside_hs[g] ","(10317.4) or (10317.1) or (10317.3) or (10317.2) or (10317.5)",0,0,1000,0
"B3GALTg","Beta galactosyltransferase","udpgal[g] + acglcgalgluside_hs[g]  => h[g] + udp[g] + galacglcgalgluside_hs[g] ","",0,0,1000,0
"B3GNT11g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1","uacgam[g] + gal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acglcgal14acglcgalgluside_hs[g] ","(10678.1)",0,0,1000,0
"B3GNT12g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1","uacgam[g] + galacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acglc13galacglcgal14acglcgalgluside_hs[g] ","(10678.1) or (10678.2)",0,0,1000,0
"B3GNT310g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + acglcgalgluside_hs[g]  => h[g] + udp[g] + gal14acglcgalgluside_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT311g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + acgalfuc12gal14acglcgalgluside_hs[g]  => h[g] + udp[g] + galacgalfuc12gal14acglcgalgluside_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT312g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + acglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + galacglcgal14acglcgalgluside_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT313g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + acgalfucgalacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + galacgalfucgalacglcgal14acglcgalgluside_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT314g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + acglcgalacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + galacglcgalacglcgal14acglcgalgluside_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT315g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + acglc13galacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + galacglc13galacglcgal14acglcgalgluside_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT31g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + thcrm_hs[g]  => h[g] + udp[g] + galthcrm_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT32g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + galthcrm_hs[g]  => h[g] + udp[g] + galgalthcrm_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT33g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + galgalthcrm_hs[g]  => h[g] + udp[g] + galgalgalthcrm_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT34g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","uacgam[g] + galgbside_hs[g]  => h[g] + udp[g] + acglcgalgbside_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT35g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + acglcgalgbside_hs[g]  => h[g] + udp[g] + galacglcgalgbside_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT36g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","acgal[g] + gbside_hs[g]  => acgbgbside_hs[g] + h2o[g] ","(10331.1)",0,0,1000,0
"B3GNT37g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + gm2a_hs[g]  => h[g] + udp[g] + gm1a_hs[g] ","(10331.1)",0,0,1000,0
"B3GNT39g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","udpgal[g] + gluside_hs[g]  => galgluside_hs[g] + h[g] + udp[g] ","(10331.1)",0,0,1000,0
"B3GNT51g","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5","galgluside_hs[g] + uacgam[g]  => h[g] + udp[g] + acglcgalgluside_hs[g] ","(84002.1)",0,0,1000,0
"BAAT1x","bile acid Coenzyme A: amino acid N-acyltransferase","gly[x] + cholcoa[x]  => coa[x] + gchola[x] ","(570.1)",0,0,1000,0
"BAAT2x","bile acid Coenzyme A: amino acid N-acyltransferase","cholcoa[x] + taur[x]  => coa[x] + tchola[x] ","(570.1)",0,0,1000,0
"BAAT3x","bile acid Coenzyme A: amino acid N-acyltransferase","gly[x] + dgcholcoa[x]  => coa[x] + dgchol[x] ","(570.1)",0,0,1000,0
"BAAT4x","bile acid Coenzyme A: amino acid N-acyltransferase","gly[x] + dcholcoa[x]  => coa[x] + dgchol[x] ","(570.1)",0,0,1000,0
"BACCL","biotin-[acetyl-CoA-carboxylase] ligase","atp[c] + h[c] + btn[c]  => ppi[c] + btamp[c] ","(3141.1)",0,0,1000,0
"BACCLm","biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial","h[m] + atp[m] + btn[m]  => ppi[m] + btamp[m] ","(3141.1)",0,0,1000,0
"BALAtmr","Beta-alanine reversible mitochondrial transport (diffusion)","ala_B[c]  <=> ala_B[m] ","",1,-1000,1000,0
"BALAVECSEC","B-alanine secretion via secretory vesicle (ATP driven)","h2o[c] + atp[c] + ala_B[c]  => adp[c] + h[c] + pi[c] + ala_B[e] ","(140679.1)",0,0,1000,0
"BAMPPALDOX","beta-Aminopropion aldehyde:NAD+ oxidoreductase","h2o[c] + bamppald[c] + nad[c]  => 2 h[c] + nadh[c] + ala_B[c] ","(8854.2) or (501.1) or (216.1) or (224.1) or (8854.3) or (223.1) or (8854.1)",0,0,1000,0
"BAMPPALDOXm","beta-Aminopropion aldehyde:NAD+ oxidoreductase (m)","h2o[m] + nad[m] + bamppald[m]  => 2 h[m] + nadh[m] + ala_B[m] ","(8659.2) or (217.1) or (8659.1) or (219.1)",0,0,1000,0
"BBHOX","4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)","o2[c] + akg[c] + 4tmeabutn[c]  => co2[c] + crn[c] + succ[c] ","(8424.1)",0,0,1000,0
"BCDO","beta-Carotene dioxygenase","o2[c] + caro[c]  => 2 retinal[c] ","(53630.1)",0,0,1000,0
"BDG2HCGHD","beta-D-Glucosyl-2-coumarinate glucohydrolase","h2o[c] + bdg2hc[c]  => h[c] + 2coum[c] + glc_D[c] ","(57733.1)",0,0,1000,0
"BDHm","(R)-3-Hydroxybutanoate:NAD+ oxidoreductase","nad[m] + bhb[m]  <=> h[m] + nadh[m] + acac[m] ","(622.2) or (622.3) or (622.1)",1,-1000,1000,0
"BDMT_L","GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (liver)","0.1 chito2pdol_L[c] + gdpmann[c]  => h[c] + gdp[c] + 0.1 mpdol_L[c] ","(56052.1)",0,0,1000,0
"BDMT_U","GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (uterus)","gdpmann[c] + 0.1 chito2pdol_U[c]  => h[c] + gdp[c] + 0.1 mpdol_U[c] ","(56052.1)",0,0,1000,0
"BETALDHxm","betaine-aldehyde dehydrogenase, mitochondrial","h2o[m] + nad[m] + betald[m]  => 2 h[m] + nadh[m] + glyb[m] ","",0,0,1000,0
"BHBt","(R)-3-Hydroxybutanoate transport via H+ symport","h[e] + bhb[e]  <=> h[c] + bhb[c] ","",1,-1000,1000,0
"BHBtm","(R)-3-Hydroxybutanoate mitochondrial transport via H+ symport","h[c] + bhb[c]  <=> h[m] + bhb[m] ","",1,-1000,1000,0
"BHMT","betaine-homocysteine S-methyltransferase","hcys_L[c] + glyb[c]  => dmgly[c] + met_L[c] ","(23743.1) or (635.1)",0,0,1000,0
"BILDGLCURt","bilirubin beta-diglucuronide transport via bicarbonate countertransport","hco3[c] + bildglcur[e]  <=> hco3[e] + bildglcur[c] ","(10599.1)",1,-1000,1000,0
"BILDGLCURte","bilirubin beta-diglucuronide transport MDR","h2o[c] + atp[c] + bildglcur[c]  => adp[c] + h[c] + pi[c] + bildglcur[e] ","(4363.1) or (1244.1) or (8714.1)",0,0,1000,0
"BILDGLCURtr","glucuronidated compound transport","bildglcur[c]  <=> bildglcur[r] ","",1,-1000,1000,0
"BILGLCURt","bilirubin monoglucuronide transport via bicarbonate countertransport","hco3[c] + bilglcur[e]  <=> hco3[e] + bilglcur[c] ","(10599.1) or (28234.1)",1,-1000,1000,0
"BILGLCURte","bilirubin monoglucuronide transport MDR","h2o[c] + atp[c] + bilglcur[c]  => adp[c] + h[c] + pi[c] + bilglcur[e] ","(4363.1)",0,0,1000,0
"BILGLCURtr","glucuronidated compound transport","bilglcur[c]  <=> bilglcur[r] ","",1,-1000,1000,0
"BILIRED","Nad(p)h biliverdin reductase","h[c] + nadph[c] + biliverd[c]  => nadp[c] + bilirub[c] ","(645.1) or (644.1)",0,0,1000,0
"BILIRUBt2","bilirubin transport via bicarbonate countertransport","hco3[c] + bilirub[e]  <=> hco3[e] + bilirub[c] ","(10599.1)",1,-1000,1000,0
"BILIRUBtr","lipid, flip-flop intracellular transport","bilirub[c]  <=> bilirub[r] ","",1,-1000,1000,0
"BIOCYTtn","biocytin transport, nuclear","biocyt[c]  <=> biocyt[n] ","",1,-1000,1000,0
"BMTer_L","B mannosyltransferase, endoplasmic reticulum","0.1 dolmanp_L[r] + memgacpail_hs[r]  => 0.1 dolp_L[r] + h[r] + m2emgacpail_hs[r] ","(9488.1)",0,0,1000,0
"BMTer_U","B mannosyltransferase, endoplasmic reticulum","memgacpail_hs[r] + 0.1 dolmanp_U[r]  => h[r] + m2emgacpail_hs[r] + 0.1 dolp_U[r] ","(9488.1)",0,0,1000,0
"BPNT","3',5'-bisphosphate nucleotidase","h2o[c] + pap[c]  => pi[c] + amp[c] ","10380.1",0,0,1000,0
"BPNT2","3',5'-bisphosphate nucleotidase (paps)","h2o[c] + paps[c]  => pi[c] + aps[c] ","10380.1",0,0,1000,0
"BTND1","biotinidase (biotin)","h2o[c] + biocyt[c]  => lys_L[c] + btn[c] ","(686.1)",0,0,1000,0
"BTND1n","biotinidase (biotin), nuclear","biocyt[n] + h2o[n]  => btn[n] + lys_L[n] ","(686.1)",0,0,1000,0
"BTNDe","biotinidase (biotin), extracellular","h2o[e] + biocyt[e]  => lys_L[e] + btn[e] ","(686.1)",0,0,1000,0
"BTNDm","biotinidase (biotin), mitochondrial","h2o[m] + biocyt[m]  => lys_L[m] + btn[m] ","(686.1)",0,0,1000,0
"BTNPL","holocarboxylase synthestase (biotin protein ligase)","apoC_Lys[c] + btamp[c]  => h[c] + amp[c] + apoC_Lys_btn[c] ","(3141.1)",0,0,1000,0
"BTNPLm","holocarboxylase synthestase (biotin protein ligase), mitochondrial","apoC_Lys[m] + btamp[m]  => h[m] + amp[m] + apoC_Lys_btn[m] ","(3141.1)",0,0,1000,0
"BTNt2","Biotin reversible transport via proton symport","h[e] + btn[e]  <=> h[c] + btn[c] ","(6566.1)",1,-1000,1000,0
"BTNt2m","Biotin reversible transport via proton symport, mitochondria","h[c] + btn[c]  <=> h[m] + btn[m] ","(6566.1)",1,-1000,1000,0
"BTNt3i","Biotin transport via sodium symport","h2o[c] + atp[c] + na1[e] + btn[e]  => adp[c] + h[c] + pi[c] + na1[c] + btn[c] ","(8884.1)",0,0,1000,0
"BTNt4i","Biotin uptake (antiport)","h[c] + btn[e]  => h[e] + btn[c] ","(80704.1)",0,0,1000,0
"BTNtn","Biotin transport, nuclear","btn[c]  <=> btn[n] ","",1,-1000,1000,0
"BUP2","beta-ureidopropionase (D-3-amino-isobutanoate forming)","h2o[c] + 2 h[c] + 3uib[c]  => nh4[c] + co2[c] + 3aib_D[c] ","(51733.1)",0,0,1000,0
"BUTt2m","Butyrate mitochondrial transport via proton symport, reversible","h[c] + but[c]  <=> h[m] + but[m] ","(6566.1)",1,-1000,1000,0
"BUTt2r","Butyrate transport via proton symport, reversible","h[e] + but[e]  <=> h[c] + but[c] ","(6566.1)",1,-1000,1000,0
"BVITEt","beta-Tocopherol (Vit. E) transport","bvite[e]  => bvite[c] ","",0,0,1000,0
"BZt","benzoate transport (diffusion)","bz[e]  <=> bz[c] ","",1,-1000,1000,0
"BZtr","Benzene transporter, endoplasmic reticulum","bz[c]  <=> bz[r] ","",1,-1000,1000,0
"C14STRr","C-14 sterol reductase","h[r] + 44mctr[r] + nadph[r]  => 44mzym[r] + nadp[r] ","(7108.1)",0,0,1000,0
"C160CPT1","production of Palmitoylcarnitine","crn[c] + pmtcoa[c]  => coa[c] + pmtcrn[c] ","(126129.1) or (1375.3) or (1374.1) or (1375.2) or (1375.1)",0,0,1000,0
"C160CPT2","C160 transport into the mitochondria","coa[m] + pmtcrn[m]  => crn[m] + pmtcoa[m] ","(1376.1) or (1374.1)",0,0,1000,0
"C160CRNt","C160 transport into the mitochondria","pmtcrn[c]  => pmtcrn[m] ","(788.1)",0,0,1000,0
"C161CPT1","production of palmitoleoylcarnitine","crn[c] + hdcoa[c]  => coa[c] + hdcecrn[c] ","(1375.1) or (1375.3) or (1375.4) or (126129.1) or (1374.1) or (1375.2)",0,0,1000,0
"C161CPT12","carnitine O-palmitoyltransferase","crn[c] + hdd2coa[c]  => coa[c] + hdd2crn[c] ","(126129.1) or (1375.3) or (1375.1) or (1375.2) or (1374.1) or (1375.4)",0,0,1000,0
"C161CPT2","transport of Hexadecenoyl-CoA into mitochondrial matrix","coa[m] + hdcecrn[m]  => crn[m] + hdcoa[m] ","(1376.1)",0,0,1000,0
"C161CPT22","C161 transport into the mitochondria","coa[m] + hdd2crn[m]  => crn[m] + hdd2coa[m] ","(1376.1)",0,0,1000,0
"C161CRN2t","C161 transport into the mitochondria","hdd2crn[c]  => hdd2crn[m] ","(788.1)",0,0,1000,0
"C161CRNt","C161 transport into the mitochondria","hdcecrn[c]  => hdcecrn[m] ","(788.1)",0,0,1000,0
"C180CPT1","production of stearoylcarnitine","crn[c] + stcoa[c]  => coa[c] + stcrn[c] ","(1375.4) or (1375.2) or (126129.1) or (1375.1) or (1374.1) or (1375.3)",0,0,1000,0
"C180CPT2","carnitine O-stearoyl transferase","coa[m] + stcrn[m]  => crn[m] + stcoa[m] ","(1376.1)",0,0,1000,0
"C180CRNt","C180 transport into the mitochondria","stcrn[c]  => stcrn[m] ","(788.1)",0,0,1000,0
"C181CPT1","transport of Octadecenoyl-CoA into mitochondrial matrix","crn[c] + odecoa[c]  => coa[c] + odecrn[c] ","(126129.1) or (1375.3) or (1374.1) or (1375.2) or (1375.1) or (1375.4)",0,0,1000,0
"C181CPT2","transport of Octadecenoyl-CoA into mitochondrial matrix","coa[m] + odecrn[m]  => crn[m] + odecoa[m] ","(1376.1)",0,0,1000,0
"C181CRNt","C181 transport into the mitochondria","odecrn[c]  => odecrn[m] ","(788.1)",0,0,1000,0
"C204CPT1","carnitine C20:4 transferase","crn[c] + arachdcoa[c]  => coa[c] + arachdcrn[c] ","(1374.1) or (1375.4) or (1375.1) or (1375.3) or (1375.2) or (126129.1)",0,0,1000,0
"C204CPT2","arachidonic acid transport into the mitochondria","coa[m] + arachdcrn[m]  => crn[m] + arachdcoa[m] ","(1376.1)",0,0,1000,0
"C204CRNt","arachidonic acid transport into the mitochondria","arachdcrn[c]  => arachdcrn[m] ","(788.1)",0,0,1000,0
"C226COAtx","fatty acid intracellular transport","c226coa[c]  <=> c226coa[x] ","",1,-1000,1000,0
"C226CPT1","carnitine C22:6 transferase","crn[c] + c226coa[c]  => coa[c] + c226crn[c] ","(126129.1) or (1375.3) or (1374.1) or (1375.2) or (1375.1) or (1375.4)",0,0,1000,0
"C226CPT2","C226 transport into the mitochondria","coa[m] + c226crn[m]  => crn[m] + c226coa[m] ","(1376.1)",0,0,1000,0
"C226CRNt","C226 transport into the mitochondria","c226crn[c]  => c226crn[m] ","",0,0,1000,0
"C2M26DCOAHLm","cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m)","h2o[m] + c2m26dcoa[m]  <=> 3h26dm5coa[m] ","(3030.1) and (3032.1) or (549.1)",1,-1000,1000,0
"C2M26DCOAHLx","cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (x)","h2o[x] + c2m26dcoa[x]  <=> 3h26dm5coa[x] ","(1891.1) or (1962.1)",1,-1000,1000,0
"C3STDH1Pr","C-3 sterol dehydrogenase (4-methylzymosterol)","nadp[r] + 4mzym_int1[r]  => h[r] + nadph[r] + 4mzym_int2[r] + co2[r] ","(50814.1)",0,0,1000,0
"C3STDH1r","C-3 sterol dehydrogenase (4-methylzymosterol)","4mzym_int1[r] + nad[r]  => h[r] + 4mzym_int2[r] + co2[r] + nadh[r] ","(50814.1)",0,0,1000,0
"C3STKR2r","C-3 sterol keto reductase (zymosterol)","h[r] + nadph[r] + zym_int2[r]  => nadp[r] + zymst[r] ","(3295.1)",0,0,1000,0
"C4STMO1r","C-4 sterol methyl oxidase (4,4-dimethylzymosterol)","3 o2[r] + 3 h[r] + 3 nadph[r] + 44mzym[r]  => 4 h2o[r] + 3 nadp[r] + 4mzym_int1[r] ","(6307.1)",0,0,1000,0
"C4STMO2Pr","C-4 methyl sterol oxidase","o2[r] + nadp[r] + 4mzym_int2[r]  => h[r] + nadph[r] + co2[r] + zym_int2[r] ","(50814.1)",0,0,1000,0
"C4STMO2r","C-4 methyl sterol oxidase","o2[r] + 4mzym_int2[r] + nad[r]  => h[r] + co2[r] + nadh[r] + zym_int2[r] ","(6307.1) or (50814.1)",0,0,1000,0
"CAATPS","Ca ATPase","h2o[c] + atp[c] + ca2[c]  => adp[c] + pi[c] + h[e] + ca2[e] ","(492.1) or (491.1) or (490.1) or (493.1)",0,0,1000,0
"CAMPt","cAMP transport (ATP-dependent)","h2o[c] + atp[c] + camp[c]  => adp[c] + h[c] + pi[c] + camp[e] ","(10257.1 or 10057.2 or 10057.1 or 85320.1)",0,0,1000,0
"CAROtr","beta-carotene transport via diffusion","caro[e]  <=> caro[c] ","",1,-1000,1000,0
"CARVEOLte","xenobiotic transport","carveol[e]  <=> carveol[c] ","",1,-1000,1000,0
"CAT2p","catalase A, peroxisomal (ethanol)","h2o2[x] + etoh[x]  => acald[x] + 2 h2o[x] ","(847.1)",0,0,1000,0
"CAt7r","calcium / sodium antiporter (1:3), reversible","3 na1[e] + ca2[c]  <=> 3 na1[c] + ca2[e] ","(6547.6) or (6547.4) or (6547.2) or (6546.1) or (6547.1) or (6547.5) or (6543.1) or (6547.3)",1,-1000,1000,0
"CATm","catalase","2 h2o2[m]  => o2[m] + 2 h2o[m] ","(847.1)",0,0,1000,0
"CATp","catalase A, peroxisomal","2 h2o2[x]  => o2[x] + 2 h2o[x] ","(847.1)",0,0,1000,0
"CBL2OR","NADH:cob(III)alamine oxidoreductase","h[c] + nadh[c] + 2 aqcobal[c]  => 2 h2o[c] + nad[c] + 2 cbl2[c] ","",0,0,1000,0
"CBL2tm","Cob(II)alamine transport, mitochondrial","cbl2[c]  => cbl2[m] ","(166785.1)",0,0,1000,0
"CBLATm","cob(I)alamin adenosyltransferase, mitochondrial","h[m] + atp[m] + cbl1[m]  <=> adocbl[m] + pppi[m] ","(166785.1)",1,-1000,1000,0
"CBPPer","Carbamoyl phosphate phosphotransferase, endoplasmic reticulum","h[r] + cbp[r] + glc_D[r]  => co2[r] + g6p[r] + nh4[r] ","(2538.1) or (57818.1) or (92579.1)",0,0,1000,0
"CBPS","carbamoyl-phosphate synthase (glutamine-hydrolysing)","h2o[c] + 2 atp[c] + hco3[c] + gln_L[c]  => 2 adp[c] + 2 h[c] + pi[c] + glu_L[c] + cbp[c] ","(790.1)",0,0,1000,0
"CBPSam","carbamoyl-phosphate synthase (ammonia) (mitochondria","2 atp[m] + hco3[m] + nh4[m]  => 2 h[m] + 2 adp[m] + pi[m] + cbp[m] ","(1373.1) or (1373.2)",0,0,1000,0
"CBPter","carbamoyl phosphate transport, endoplasmic reticulum","pi[c] + ppi[c] + cbp[c]  <=> cbp[r] + pi[r] + ppi[r] ","",1,-1000,1000,0
"CBR1","Carbonyl reductase [NADPH] 1","h[c] + nadph[c] + prostg1[c]  => nadp[c] + prostge1[c] ","(873.1)",0,0,1000,0
"CBR2","Carbonyl reductase [NADPH] 1","h[c] + nadph[c] + prostge2[c]  => nadp[c] + prostgf2[c] ","(873.1)",0,0,1000,0
"CCA_D3t","Calcitroic acid transport from cytosol","cca_d3[c]  => cca_d3[e] ","",0,0,1000,0
"CCA_D3tm","Calcitroic acid transport from mitochondria","cca_d3[m]  => cca_d3[c] ","",0,0,1000,0
"CDIPTr","phosphatidylinositol synthase (Homo sapiens)","cdpdag_hs[c] + inost[c]  <=> h[c] + cmp[c] + pail_hs[c] ","(10423.1) or (10423.2)",1,-1000,1000,0
"CDPDAGtm","intracellular transport","cdpdag_hs[c]  <=> cdpdag_hs[m] ","",1,-1000,1000,0
"CDS","phosphatidate cytidylyltransferase","h[c] + pa_hs[c] + ctp[c]  => ppi[c] + cdpdag_hs[c] ","(1040.1) or (8760.1)",0,0,1000,0
"CDSm","phosphatidate cytidylyltransferase","h[m] + ctp[m] + pa_hs[m]  => ppi[m] + cdpdag_hs[m] ","(1040.1) or (8760.1)",0,0,1000,0
"CEPTC","choline phosphotransferase","cdpchol[c] + dag_hs[c]  => h[c] + cmp[c] + pchol_hs[c] ","(10390.1) or (56994.1)",0,0,1000,0
"CEPTE","ethanolamine phosphotransferase","cdpea[c] + dag_hs[c]  => h[c] + cmp[c] + pe_hs[c] ","10390.1",0,0,1000,0
"CERK","Ceramide kinase","atp[c] + crm_hs[c]  => adp[c] + h[c] + crmp_hs[c] ","(64781.1) or (64781.2)",0,0,1000,0
"CERT1gt","ceramide transport protein","crm_hs[c]  <=> crm_hs[g] ","(10087.1)",1,-1000,1000,0
"CERT1rt","ceramide transport protein","crm_hs[c]  <=> crm_hs[r] ","(10087.1)",1,-1000,1000,0
"CERT2gt","ceramide transport protein","gluside_hs[c]  <=> gluside_hs[g] ","(10087.1)",1,-1000,1000,0
"CERT2rt","ceramide transport protein","gluside_hs[c]  <=> gluside_hs[r] ","(10087.1)",1,-1000,1000,0
"CGLYt3_2_","Cys-Gly transport in via proton symport","2 h[e] + cgly[e]  => 2 h[c] + cgly[c] ","(6565.1)",0,0,1000,0
"CGMPt","cGMP transport (ATP-dependent)","h2o[c] + atp[c] + 35cgmp[c]  => adp[c] + h[c] + pi[c] + 35cgmp[e] ","(10257.1 or 10057.2 or 10057.1 or 85320.1)",0,0,1000,0
"CH25H","cholesterol 25-hydroxylase","o2[r] + h[r] + nadph[r] + chsterol[r]  => h2o[r] + nadp[r] + xol25oh[r] ","(9023.1)",0,0,1000,0
"CHAT","Choline O-acetyltransferase","accoa[c] + chol[c]  <=> coa[c] + ach[c] ","(1103.4) or (1103.2) or (1103.3) or (1103.1)",1,-1000,1000,0
"CHATn","Choline O-acetyltransferase","accoa[n] + chol[n]  <=> ach[n] + coa[n] ","(1103.4) or (1103.1) or (1103.3) or (1103.2)",1,-1000,1000,0
"CHLP","choline phosphate phosphatase","h2o[c] + cholp[c]  => pi[c] + chol[c] ","(162466.1)",0,0,1000,0
"CHLPCTD","choline phosphate cytididyltransferase","h[c] + ctp[c] + cholp[c]  => ppi[c] + cdpchol[c] ","(5130.1) or (9468.1)",0,0,1000,0
"CHLtm","choline transport via diffusion (cytosol to mitochondria)","chol[c]  <=> chol[m] ","",1,-1000,1000,0
"CHOLATEt","cholate transport via bicarbonate countertransport","hco3[c] + cholate[e]  <=> hco3[e] + cholate[c] ","(6579.1) or (10599.1)",1,-1000,1000,0
"CHOLATEt2","cholate transport via sodium cotransport","2 na1[e] + cholate[e]  => 2 na1[c] + cholate[c] ","(6554.1) or (6555.1)",0,0,1000,0
"CHOLATEt3","ABC bile acid transporter","h2o[c] + atp[c] + cholate[c]  => adp[c] + h[c] + pi[c] + cholate[e] ","(8714.3) or (8647.1) or (8714.2) or (8714.1)",0,0,1000,0
"CHOLD2m","choline dehydrogenase (FAD acceptor), mitochondrial","fad[m] + chol[m]  => fadh2[m] + betald[m] ","(55349.1)",0,0,1000,0
"CHOLK","Choline kinase","atp[c] + chol[c]  => adp[c] + h[c] + cholp[c] ","(1120.2) or (1119.1) or (1120.1) or (1119.2)",0,0,1000,0
"CHOLPtg","choline phosphate intracellular transport","cholp[c]  <=> cholp[g] ","",1,-1000,1000,0
"CHOLPtl","choline phosphate intracellular transport","cholp[c]  <=> cholp[l] ","",1,-1000,1000,0
"CHOLt4","choline, sodium cotransport","na1[e] + chol[e]  <=> na1[c] + chol[c] ","(60482.1)",1,-1000,1000,0
"CHOLtg","choline intracellular transport","chol[g]  <=> chol[c] ","",1,-1000,1000,0
"CHOLtn","Choline transport, nuclear through pores","chol[c]  <=> chol[n] ","",1,-1000,1000,0
"CHOLtr","choline intracellular transport","chol[r]  <=> chol[c] ","",1,-1000,1000,0
"CHOLtu","Choline uniport","chol[e]  <=> chol[c] ","(6582.1) or (6584.1) or (6582.2)",1,-1000,1000,0
"CHSTEROLSULT","steroid sulfotransferase","paps[c] + chsterol[c]  => h[c] + pap[c] + chsterols[c] ","(6820.1) or (6818.1)",0,0,1000,0
